name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
JM convenience selector 3aw	1	100	1	0	1			1	1		0	1	1	0	3aw	rsc	jm_selector_3aw	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ax	1	100	1	0	1			1	1		0	1	1	0	3ax	rsc	jm_selector_3ax	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3be	1	100	1	0	1			1	1		0	1	1	0	3be	rsc	jm_selector_3be	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bg	1	100	1	0	1			1	1		0	1	1	0	3bg	rsc	jm_selector_3bg	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3c0	1	100	1	0	1			1	1		0	1	1	0	3c0	rsc	jm_selector_3c0	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cz	1	100	1	0	1			1	1		0	1	1	0	3cz	rsc	jm_selector_3cz	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3do	1	100	1	0	1			1	1		0	1	1	0	3do	rsc	jm_selector_3do	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dp	1	100	1	0	1			1	1		0	1	1	0	3dp	rsc	jm_selector_3dp	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3du	1	100	1	0	1			1	1		0	1	1	0	3du	rsc	jm_selector_3du	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38k	1	100	1	0	1			1	1		0	1	1	0	38k	rsc	jm_selector_38k	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38w	1	100	1	0	1			1	1		0	1	1	0	38w	rsc	jm_selector_38w	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38x	1	100	1	0	1			1	1		0	1	1	0	38x	rsc	jm_selector_38x	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 396	1	100	1	0	1			1	1		0	1	1	0	396	rsc	jm_selector_396	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39s	1	100	1	0	1			1	1		0	1	1	0	39s	rsc	jm_selector_39s	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3al	1	100	1	0	1			1	1		0	1	1	0	3al	rsc	jm_selector_3al	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3av	1	100	1	0	1			1	1		0	1	1	0	3av	rsc	jm_selector_3av	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bi	1	100	1	0	1			1	1		0	1	1	0	3bi	rsc	jm_selector_3bi	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3br	1	100	1	0	1			1	1		0	1	1	0	3br	rsc	jm_selector_3br	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bt	1	100	1	0	1			1	1		0	1	1	0	3bt	rsc	jm_selector_3bt	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bx	1	100	1	0	1			1	1		0	1	1	0	3bx	rsc	jm_selector_3bx	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cr	1	100	1	0	1			1	1		0	1	1	0	3cr	rsc	jm_selector_3cr	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cy	1	100	1	0	1			1	1		0	1	1	0	3cy	rsc	jm_selector_3cy	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dt	1	100	1	0	1			1	1		0	1	1	0	3dt	rsc	jm_selector_3dt	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3e1	1	100	1	0	1			1	1		0	1	1	0	3e1	rsc	jm_selector_3e1	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38j	1	100	1	0	1			1	1		0	1	1	0	38j	rsc	jm_selector_38j	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38m	1	100	1	0	1			1	1		0	1	1	0	38m	rsc	jm_selector_38m	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39c	1	100	1	0	1			1	1		0	1	1	0	39c	rsc	jm_selector_39c	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39u	1	100	1	0	1			1	1		0	1	1	0	39u	rsc	jm_selector_39u	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3au	1	100	1	0	1			1	1		0	1	1	0	3au	rsc	jm_selector_3au	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bf	1	100	1	0	1			1	1		0	1	1	0	3bf	rsc	jm_selector_3bf	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bq	1	100	1	0	1			1	1		0	1	1	0	3bq	rsc	jm_selector_3bq	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3bu	1	100	1	0	1			1	1		0	1	1	0	3bu	rsc	jm_selector_3bu	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3c6	1	100	1	0	1			1	1		0	1	1	0	3c6	rsc	jm_selector_3c6	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cn	1	100	1	0	1			1	1		0	1	1	0	3cn	rsc	jm_selector_3cn	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3cx	1	100	1	0	1			1	1		0	1	1	0	3cx	rsc	jm_selector_3cx	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3d5	1	100	1	0	1			1	1		0	1	1	0	3d5	rsc	jm_selector_3d5	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dl	1	100	1	0	1			1	1		0	1	1	0	3dl	rsc	jm_selector_3dl	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3dq	1	100	1	0	1			1	1		0	1	1	0	3dq	rsc	jm_selector_3dq	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 3ds	1	100	1	0	1			1	1		0	1	1	0	3ds	rsc	jm_selector_3ds	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 384	1	100	1	0	1			1	1		0	1	1	0	384	rsc	jm_selector_384	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 385	1	100	1	0	1			1	1		0	1	1	0	385	rsc	jm_selector_385	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 386	1	100	1	0	1			1	1		0	1	1	0	386	rsc	jm_selector_386	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 387	1	100	1	0	1			1	1		0	1	1	0	387	rsc	jm_selector_387	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38a	1	100	1	0	1			1	1		0	1	1	0	38a	rsc	jm_selector_38a	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38b	1	100	1	0	1			1	1		0	1	1	0	38b	rsc	jm_selector_38b	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38e	1	100	1	0	1			1	1		0	1	1	0	38e	rsc	jm_selector_38e	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38f	1	100	1	0	1			1	1		0	1	1	0	38f	rsc	jm_selector_38f	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38o	1	100	1	0	1			1	1		0	1	1	0	38o	rsc	jm_selector_38o	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38p	1	100	1	0	1			1	1		0	1	1	0	38p	rsc	jm_selector_38p	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38q	1	100	1	0	1			1	1		0	1	1	0	38q	rsc	jm_selector_38q	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 38r	1	100	1	0	1			1	1		0	1	1	0	38r	rsc	jm_selector_38r	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 391	1	100	1	0	1			1	1		0	1	1	0	391	rsc	jm_selector_391	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 392	1	100	1	0	1			1	1		0	1	1	0	392	rsc	jm_selector_392	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 394	1	100	1	0	1			1	1		0	1	1	0	394	rsc	jm_selector_394	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39b	1	100	1	0	1			1	1		0	1	1	0	39b	rsc	jm_selector_39b	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39d	1	100	1	0	1			1	1		0	1	1	0	39d	rsc	jm_selector_39d	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39e	1	100	1	0	1			1	1		0	1	1	0	39e	rsc	jm_selector_39e	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39i	1	100	1	0	1			1	1		0	1	1	0	39i	rsc	jm_selector_39i	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39l	1	100	1	0	1			1	1		0	1	1	0	39l	rsc	jm_selector_39l	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39m	1	100	1	0	1			1	1		0	1	1	0	39m	rsc	jm_selector_39m	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39p	1	100	1	0	1			1	1		0	1	1	0	39p	rsc	jm_selector_39p	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39v	1	100	1	0	1			1	1		0	1	1	0	39v	rsc	jm_selector_39v	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 39z	1	100	1	0	1			1	1		0	1	1	0	39z	rsc	jm_selector_39z	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
